0,0,0,37.05131912231445,-30.371919631958008,bicycle
0,0,1,14.382599830627441,-38.898231506347656,car
0,1,0,36.811279296875,-30.420459747314453,bicycle
0,1,1,14.639100074768066,-38.837158203125,car
0,2,0,36.571388244628906,-30.468889236450195,bicycle
0,2,1,14.899709701538086,-38.77484130859375,car
0,3,0,36.3317985534668,-30.517120361328125,bicycle
0,3,1,15.162280082702637,-38.711280822753906,car
0,4,0,36.092750549316406,-30.565080642700195,bicycle
0,4,1,15.426910400390625,-38.64775085449219,car
0,5,0,35.85414123535156,-30.612850189208984,bicycle
0,5,1,15.69064998626709,-38.5836296081543,car
0,6,0,35.61602020263672,-30.660400390625,bicycle
0,6,1,15.949560165405273,-38.51980972290039,car
0,7,0,35.37828826904297,-30.70783042907715,bicycle
0,7,1,16.211729049682617,-38.45429992675781,car
0,8,0,35.1411018371582,-30.755189895629883,bicycle
0,8,1,16.490829467773438,-38.384639739990234,car
0,9,0,34.904239654541016,-30.802610397338867,bicycle
0,9,1,16.783899307250977,-38.31201171875,car
0,10,0,34.66748046875,-30.850149154663086,bicycle
0,10,1,17.088029861450195,-38.23632049560547,car
0,11,0,34.43070983886719,-30.898239135742188,bicycle
0,11,1,17.40106964111328,-38.158729553222656,car
0,12,0,34.1939811706543,-30.946609497070312,bicycle
0,12,1,17.72178077697754,-38.079349517822266,car
0,13,0,33.957061767578125,-30.99526023864746,bicycle
0,13,1,18.048580169677734,-37.99871826171875,car
0,14,0,33.72135925292969,-31.044370651245117,bicycle
0,14,1,18.379709243774414,-37.91716003417969,car
0,15,0,33.486289978027344,-31.094589233398438,bicycle
0,15,1,18.71388053894043,-37.834571838378906,car
0,16,0,33.2515983581543,-31.145980834960938,bicycle
0,16,1,19.051000595092773,-37.75162887573242,car
0,17,0,33.01675033569336,-31.19770050048828,bicycle
0,17,1,19.390079498291016,-37.66807174682617,car
0,18,0,32.78179168701172,-31.25016975402832,bicycle
0,18,1,19.730209350585938,-37.583988189697266,car
0,19,0,32.547080993652344,-31.30377960205078,bicycle
0,19,1,20.071430206298828,-37.49964141845703,car
0,20,0,32.31248092651367,-31.3585205078125,bicycle
0,20,1,20.412160873413086,-37.41529846191406,car
0,21,0,32.078121185302734,-31.41349983215332,bicycle
0,21,1,20.75172996520996,-37.33150100708008,car
0,22,0,31.84355926513672,-31.468780517578125,bicycle
0,22,1,21.0902099609375,-37.24808883666992,car
0,23,0,31.609230041503906,-31.524330139160156,bicycle
0,23,1,21.42765998840332,-37.1649284362793,car
0,24,0,31.37512969970703,-31.580120086669922,bicycle
0,24,1,21.764089584350586,-37.081878662109375,car
0,25,0,31.14129066467285,-31.636110305786133,bicycle
0,25,1,22.098649978637695,-36.99900817871094,car
0,26,0,30.907209396362305,-31.692310333251953,bicycle
0,26,1,22.431259155273438,-36.91619873046875,car
0,27,0,30.67255973815918,-31.748769760131836,bicycle
0,27,1,22.760940551757812,-36.833518981933594,car
0,28,0,30.437240600585938,-31.805700302124023,bicycle
0,28,1,23.088539123535156,-36.75151824951172,car
0,29,0,30.201400756835938,-31.86302947998047,bicycle
0,29,1,23.414409637451172,-36.66899871826172,car
0,30,0,29.964920043945312,-31.92078971862793,bicycle
0,30,1,23.73838996887207,-36.58671951293945,car
0,31,0,29.72779083251953,-31.978979110717773,bicycle
0,31,1,24.060169219970703,-36.50537872314453,car
0,32,0,29.490230560302734,-32.03744125366211,bicycle
0,32,1,24.380090713500977,-36.42464065551758,car
0,33,0,29.253049850463867,-32.09605026245117,bicycle
0,33,1,24.69738006591797,-36.343719482421875,car
0,34,0,29.016170501708984,-32.15486145019531,bicycle
0,34,1,25.01214027404785,-36.262359619140625,car
0,35,0,28.779930114746094,-32.213748931884766,bicycle
0,35,1,25.324710845947266,-36.18193054199219,car
0,36,0,28.543989181518555,-32.272830963134766,bicycle
0,36,1,25.634220123291016,-36.10206985473633,car
0,37,0,28.308490753173828,-32.33197021484375,bicycle
0,37,1,25.942249298095703,-36.0230712890625,car
0,38,0,28.07366943359375,-32.391021728515625,bicycle
0,38,1,26.247800827026367,-35.94496154785156,car
0,39,0,27.839479446411133,-32.450191497802734,bicycle
0,39,1,26.551959991455078,-35.86677932739258,car
